organization,category,contact_type,contact_value,source_url,note,draft_subject_ko,draft_subject_en,draft_body_ko,draft_body_en,draft_short_ko,recommended_action
코드스테이츠,교육 공급사(B2B),email,communication@codestates.com,https://www.codestates.com/,공식 사이트 하단(기타 문의),[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 코드스테이츠 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 코드스테이츠 team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 코드스테이츠 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",이메일 본문 그대로 발송
패스트캠퍼스(데이원컴퍼니),교육 공급사(B2B),email,b2b@day1company.co.kr,https://b2b.fastcampus.co.kr/contact,공식 B2B 문의 페이지,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 패스트캠퍼스(데이원컴퍼니) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",이메일 본문 그대로 발송
패스트캠퍼스(데이원컴퍼니),교육 공급사(B2B),phone,02-501-7429,https://b2b.fastcampus.co.kr/contact,공식 B2B 문의 페이지,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 패스트캠퍼스(데이원컴퍼니) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
패스트캠퍼스(데이원컴퍼니),교육 공급사(B2B),email,help@fastcampus.co.kr,https://fastcampus.co.kr/b2b_contact,고객센터 메일,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 패스트캠퍼스(데이원컴퍼니) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",이메일 본문 그대로 발송
패스트캠퍼스(데이원컴퍼니),교육 공급사(B2B),phone,02-501-9396,https://fastcampus.co.kr/b2b_contact,고객센터 번호,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 패스트캠퍼스(데이원컴퍼니) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 패스트캠퍼스(데이원컴퍼니) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
프로그래머스(그렙),교육 공급사(B2B),phone,1533-1886,https://school.programmers.co.kr/competitions,공식 서비스 하단 고객센터,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 프로그래머스(그렙) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 프로그래머스(그렙) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 프로그래머스(그렙) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
프로그래머스(그렙),교육 공급사(B2B),form,기업용 프로그래머스 문의/도입문의,https://business.programmers.co.kr/pricing,비즈니스 페이지 내 도입문의,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 프로그래머스(그렙) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 프로그래머스(그렙) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 프로그래머스(그렙) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",문의 폼에 제목/본문 붙여넣기
멀티캠퍼스,교육 공급사(B2B),phone,1666-0509,https://phone6.multicampus.com/m3/customer_notice.html,고객센터,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 멀티캠퍼스 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 멀티캠퍼스 team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 멀티캠퍼스 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
멀티캠퍼스,교육 공급사(B2B),form,문의하기/채용문의,https://careers.multicampus.com/ko/o/162658/apply,공식 채용 페이지 내 문의 안내,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 멀티캠퍼스 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 멀티캠퍼스 team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 멀티캠퍼스 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",문의 폼에 제목/본문 붙여넣기
휴넷,교육 공급사(B2B),phone,1588-6559,https://hunet.co.kr/,공식 사이트 고객행복센터,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 휴넷 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 휴넷 team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 휴넷 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
휴넷,교육 공급사(B2B),form,기업교육 통합 문의하기,https://hrd.hunet.co.kr/Contents/hrdarchive,공식 기업교육 페이지,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 휴넷 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 휴넷 team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 휴넷 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",문의 폼에 제목/본문 붙여넣기
유밥(ubob),교육 공급사(B2B),email,ubob@ubob.com,https://ubob.com/service/education,공식 사이트 하단,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 유밥(ubob) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 유밥(ubob) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 유밥(ubob) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",이메일 본문 그대로 발송
유밥(ubob),교육 공급사(B2B),phone,1566-3180,https://ubob.com/service/education,공식 사이트 하단,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 유밥(ubob) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 유밥(ubob) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 유밥(ubob) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",전화 후 담당자 이메일 요청 → 본문 전송
유밥(ubob),교육 공급사(B2B),form,기업교육 문의하기,https://ubob.com/service,공식 문의 폼,[CodeInsight] AI 시대 코드 해석력 강화를 위한 도입 제안,[CodeInsight] Proposal for strengthening code interpretation skills in the AI era,"안녕하세요, 유밥(ubob) 담당자님.\n\nAI가 코딩을 대신해주는 시대일수록 학습자에게 필요한 역량은\n작성 속도보다 코드 해석력과 디버깅 이해력입니다.\n\nCodeInsight는 코드 실행 과정을 단계별로 시각화해\n학습자가 실행 흐름과 메모리 변화를 직관적으로 이해하도록 돕습니다.\n\n핵심 기능:\n- 코드 실행 단계별 시각화\n- 변수/메모리 상태 변화 추적\n- 함수 호출 흐름 추적\n- 레슨 모드 + 플레이그라운드 모드\n- C / Python / JavaScript / Java 지원\n\n도입 혜택:\n- 맞춤 커리큘럼 제공(과정/난이도/언어 기준)\n\n먼저 아래 사이트에서 확인 부탁드립니다.\nhttps://codeinsight.online\n\n도입 검토 원하시면 회신 부탁드립니다.\n\nCodeInsight\nl89192164@gmail.com","Hi 유밥(ubob) team,\n\nIn the AI era, learners need code interpretation and debugging understanding more than typing speed.\n\nCodeInsight helps learners understand runtime behavior visually, including execution flow and memory changes.\n\nCore features:\n- Step-by-step code execution visualization\n- Variable and memory state tracking\n- Function call flow tracing\n- Lesson mode + Playground mode\n- Support for C / Python / JavaScript / Java\n\nAdoption benefit:\n- Customized curriculum aligned to track, level, and language\n\nPlease try it first:\nhttps://codeinsight.online\n\nIf adoption is relevant for your organization, just reply to this email.\n\nCodeInsight\nl89192164@gmail.com","안녕하세요, 유밥(ubob) 담당자님. AI 시대에는 코드 작성 속도보다 해석력/디버깅 이해력이 중요합니다. CodeInsight는 코드 실행 흐름·메모리 변화를 시각화해 학습 이해도를 높입니다. 맞춤 커리큘럼 제공 가능하며, 먼저 https://codeinsight.online 에서 확인 부탁드립니다.",문의 폼에 제목/본문 붙여넣기
